pozycja,term,n,occurrences,docs_total,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y0,baseline_share,share_at_y0,peak_share,peak_year,docs_2021_2025,emerging,prevalence_2021_2025,threshold,exceedance,w_rdzeniu_4
601,ldfa,1,255,133,1,1,0,0,0,1,2,0,0,2,1,3,3,2,4,7,11,14,20,25,36,2023,8.2263427085854e-05,0.0015026296018031556,0.0024078656946023677,2025,106,True,0.0014411376830312835,0.001,2.4078656946023678,False
602,12 4,2,278,274,1,0,2,5,5,5,4,13,14,13,10,18,13,15,30,21,18,17,22,18,30,2018,0.00012052020839440844,0.0010423905489923557,0.0020065547455019733,2025,105,True,0.0014275420445121205,0.001,2.0065547455019734,False
603,any cause,2,300,266,0,2,3,8,10,6,11,7,11,11,10,15,15,19,15,18,25,27,18,17,18,2016,0.00019683851485867996,0.0010790590604992446,0.001867607387424777,2022,105,True,0.0014275420445121205,0.001,1.867607387424777,False
604,paired sample t test,4,230,222,0,0,1,3,2,2,7,4,9,7,11,10,5,16,20,20,12,23,22,28,20,2018,3.9050296782255544e-05,0.0011118832522585128,0.0018897212661132482,2024,105,True,0.0014275420445121205,0.001,1.889721266113248,False
605,binary logistic regression analysis,4,197,176,0,1,0,3,1,0,1,0,3,3,8,10,7,8,14,12,17,18,20,28,22,2021,3.984381225595665e-05,0.001061306030715445,0.0018897212661132482,2024,105,True,0.0014275420445121205,0.001,1.889721266113248,False
606,29 4,2,259,251,1,2,2,2,3,2,4,4,13,15,11,15,14,17,27,15,15,20,21,22,26,2022,0.00020020783290632173,0.0013834128795739088,0.001741486068111455,2019,104,True,0.0014139464059929575,0.0010010391645316086,1.7396782561712312,False
607,healthcare cost,2,262,242,1,1,0,3,3,2,5,4,8,10,13,14,16,22,14,22,10,23,16,21,34,2016,8.2263427085854e-05,0.0010071217897992951,0.0022740953782355694,2025,104,True,0.0014139464059929575,0.001,2.2740953782355695,False
608,evt,1,591,184,0,0,0,0,0,3,3,2,7,4,13,12,9,5,7,15,16,19,19,24,26,2022,0.0,0.0013142422355952134,0.0017390141127683768,2025,104,True,0.0014139464059929575,0.001,1.7390141127683767,False
609,black patient,2,341,173,2,0,0,2,3,1,3,1,3,5,7,7,3,10,8,14,9,23,23,31,18,2022,8.483922965979469e-05,0.0015909248115099951,0.002092191401768239,2024,104,True,0.0014139464059929575,0.001,2.0921914017682393,False
610,greater odd,2,210,172,0,0,0,0,3,0,3,0,4,2,5,6,4,9,14,18,17,20,26,23,18,2020,0.0,0.0010707274998512878,0.0019534184823441023,2023,104,True,0.0014139464059929575,0.001,1.9534184823441023,False
611,patient acceptable symptomatic state,4,198,165,0,0,0,0,0,0,0,0,0,0,1,0,2,7,19,32,36,19,17,17,15,2019,0.0,0.0012254901960784314,0.002247471594456237,2021,104,True,0.0014139464059929575,0.001,2.2474715944562367,False
612,clti patient,2,178,123,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,8,28,19,17,20,20,2021,0.0,0.0017480334623548508,0.0017480334623548508,2021,104,True,0.0014139464059929575,0.001,1.7480334623548508,False
613,scapular notching,2,513,285,0,1,1,7,6,8,17,8,21,18,15,14,13,16,15,22,26,17,15,25,20,2013,7.88941090382122e-05,0.001573505170088416,0.0016872511304582573,2024,103,True,0.0014003507674737944,0.001,1.6872511304582574,False
614,midterm outcome,2,321,279,0,1,4,6,7,1,6,8,6,12,21,20,21,21,22,20,23,29,20,16,15,2015,0.0001960449993849788,0.0015538290788013318,0.0020059486753821677,2022,103,True,0.0014003507674737944,0.001,2.0059486753821676,False
615,14 2,2,272,268,1,2,1,6,1,10,8,12,11,12,15,17,8,17,25,19,25,15,18,26,19,2018,0.0001611575361240662,0.00118137595552467,0.0017547411756765876,2024,103,True,0.0014003507674737944,0.001,1.7547411756765876,False
616,oxford shoulder score,3,272,241,0,1,1,2,5,3,4,5,9,11,15,14,19,12,21,16,17,24,21,21,20,2015,7.88941090382122e-05,0.0011098779134295228,0.0016600954554886907,2022,103,True,0.0014003507674737944,0.001,1.6600954554886906,False
617,less intraoperative blood loss,4,199,192,2,1,1,0,2,3,1,1,8,9,7,5,6,11,19,13,13,18,24,22,26,2022,0.0001637333386980069,0.0012450715916165179,0.0018031555221637867,2023,103,True,0.0014003507674737944,0.001,1.8031555221637867,False
618,injury characteristic,2,198,186,0,0,0,1,3,5,2,5,4,4,6,12,10,13,5,13,20,20,19,20,24,2021,0.0,0.001248595330253465,0.0016052437964015785,2025,103,True,0.0014003507674737944,0.001,1.6052437964015784,False
619,eq vas,2,257,173,0,0,0,0,1,3,4,3,4,4,7,9,6,6,13,10,17,18,23,24,21,2021,0.0,0.001061306030715445,0.0017280240420736287,2023,103,True,0.0014003507674737944,0.001,1.7280240420736288,False
620,imaging data,2,176,170,2,1,0,1,1,6,4,1,5,5,5,5,4,3,10,14,14,17,20,31,21,2022,0.00012468304191575133,0.0011759009476378225,0.002092191401768239,2024,103,True,0.0014003507674737944,0.001,2.0921914017682393,False
621,random forest,2,144,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,12,16,30,36,2023,0.0,0.0012021036814425245,0.0024078656946023677,2025,103,True,0.0014003507674737944,0.001,2.4078656946023678,False
622,cervical disc arthroplasty,3,514,310,2,0,3,4,10,11,9,7,13,17,10,25,23,24,18,32,18,17,27,24,16,2016,0.0002019901200065613,0.001798431767498741,0.00202854996243426,2023,102,True,0.0013867551289546314,0.0010099506000328066,2.008563549908645,False
623,biomarker,1,311,247,1,2,1,0,1,4,4,7,8,18,19,9,15,17,15,24,34,18,11,18,21,2020,0.0001611575361240662,0.0014276366664683839,0.00212261206143089,2021,102,True,0.0013867551289546314,0.001,2.1226120614308903,False
624,registry data,2,256,235,1,0,0,2,1,2,10,6,8,7,9,8,13,18,22,26,15,20,22,21,24,2018,4.241961482989734e-05,0.001250868658790827,0.001652892561983471,2023,102,True,0.0013867551289546314,0.001,1.652892561983471,False
625,healthcare professional,2,234,189,2,1,0,2,0,0,5,3,8,5,6,6,8,12,14,15,10,10,21,28,33,2023,0.00012468304191575133,0.0015777610818933133,0.0022072102200521703,2025,102,True,0.0013867551289546314,0.001,2.20721022005217,False
626,4 study,2,227,187,0,0,2,1,0,1,1,4,1,4,7,8,10,10,20,16,20,21,20,19,22,2021,7.810059356451109e-05,0.001248595330253465,0.0015026296018031556,2023,102,True,0.0013867551289546314,0.001,1.5026296018031555,False
627,targeted muscle reinnervation,3,251,152,0,0,1,0,3,2,1,2,2,1,3,3,1,8,13,10,18,16,26,21,21,2021,3.9050296782255544e-05,0.0011237357972281184,0.0019534184823441023,2023,102,True,0.0013867551289546314,0.001,1.9534184823441023,False
628,coronal plane alignment,3,169,138,0,0,2,0,2,0,1,2,3,2,6,7,3,2,2,4,4,10,15,31,42,2023,7.810059356451109e-05,0.0011269722013523666,0.0028091766437027626,2025,102,True,0.0013867551289546314,0.001,2.8091766437027625,False
629,stata,1,223,220,0,0,0,0,1,0,2,4,1,4,4,13,17,30,20,23,11,19,17,24,30,2017,0.0,0.0011824441816790708,0.0020847810979847115,2018,101,True,0.0013731594904354684,0.001,2.0847810979847115,False
630,propensity matching,2,190,163,0,0,0,0,0,0,0,0,2,3,6,5,6,9,13,18,17,10,22,17,35,2023,0.0,0.001652892561983471,0.0023409805364189686,2025,101,True,0.0013731594904354684,0.001,2.3409805364189684,False
631,fi,1,456,147,0,0,0,0,1,0,1,3,5,1,5,3,2,6,5,14,9,14,18,29,31,2023,0.0,0.00135236664162284,0.002073439903685372,2025,101,True,0.0013731594904354684,0.001,2.073439903685372,False
632,peer reviewed journal,3,236,235,0,1,3,2,4,7,7,6,4,2,10,6,13,16,27,27,13,19,20,13,35,2018,0.0001569947026027233,0.0011118832522585128,0.0023409805364189686,2025,100,True,0.0013595638519163053,0.001,2.3409805364189684,False
633,25 5,2,221,216,1,2,1,4,2,7,7,9,12,8,6,9,11,8,11,18,19,22,18,19,22,2020,0.0001611575361240662,0.0010707274998512878,0.0015217541675312998,2022,100,True,0.0013595638519163053,0.001,1.5217541675312998,False
634,surgery type,2,240,215,0,0,2,3,2,4,3,8,10,9,11,11,11,9,14,18,16,23,15,25,21,2022,7.810059356451109e-05,0.0015909248115099951,0.0016872511304582573,2024,100,True,0.0013595638519163053,0.001,1.6872511304582574,False
635,linear mixed model,3,216,204,0,0,0,0,1,0,1,2,8,14,11,13,8,13,16,17,24,12,6,21,37,2019,0.0,0.0010319917440660474,0.002474750852785767,2025,100,True,0.0013595638519163053,0.001,2.4747508527857667,False
636,mdo,1,761,190,0,0,0,1,3,5,3,5,7,7,9,9,6,11,10,14,21,20,16,21,22,2021,0.0,0.001311025096766138,0.0014714734800347802,2025,100,True,0.0013595638519163053,0.001,1.4714734800347802,False
637,continuous data,2,189,187,1,0,2,1,1,0,2,4,2,15,10,6,6,10,15,12,20,17,15,22,26,2021,0.00012052020839440844,0.001248595330253465,0.0017390141127683768,2025,100,True,0.0013595638519163053,0.001,1.7390141127683767,False
638,arthroplasty surgeon,2,221,178,0,0,0,0,0,2,2,6,5,2,3,8,8,8,11,23,14,22,19,17,28,2022,0.0,0.0015217541675312998,0.0018727844291351748,2025,100,True,0.0013595638519163053,0.001,1.8727844291351747,False
639,this scoping review,3,143,114,0,0,0,0,0,0,0,1,1,1,0,1,2,2,3,3,9,14,20,20,37,2023,0.0,0.0015026296018031556,0.002474750852785767,2025,100,True,0.0013595638519163053,0.001,2.4747508527857667,False
640,12 0,2,242,233,1,0,4,8,5,2,5,11,9,12,15,9,14,9,12,18,25,17,16,17,24,2020,0.00019862080195891954,0.0010707274998512878,0.0016052437964015785,2025,99,True,0.001345968213397142,0.001,1.6052437964015784,False
641,quickdash score,2,272,216,0,0,0,1,3,1,5,4,13,2,12,20,10,12,16,18,24,18,20,20,17,2019,0.0,0.0010319917440660474,0.0015026296018031556,2023,99,True,0.001345968213397142,0.001,1.5026296018031555,False
642,21 9,2,208,202,1,1,0,4,3,3,4,3,7,6,6,7,15,11,15,17,24,18,19,15,23,2020,8.2263427085854e-05,0.0010112426387484386,0.0015383586382181793,2025,99,True,0.001345968213397142,0.001,1.5383586382181793,False
643,eleven study,2,193,192,2,0,2,1,4,5,6,1,2,8,9,7,8,8,17,13,15,22,20,25,17,2022,0.00016293982322430577,0.0015217541675312998,0.0016872511304582573,2024,99,True,0.001345968213397142,0.001,1.6872511304582574,False
644,bias assessment,2,186,184,0,0,0,1,0,1,2,5,8,4,3,5,9,9,16,22,20,22,20,20,17,2019,0.0,0.0010319917440660474,0.0015217541675312998,2022,99,True,0.001345968213397142,0.001,1.5217541675312998,False
645,adjusted analysis,2,196,183,0,1,0,2,2,0,0,4,4,4,4,5,11,20,12,15,11,21,20,15,32,2022,3.984381225595665e-05,0.0014525835235526042,0.002140325061868771,2025,99,True,0.001345968213397142,0.001,2.1403250618687713,False
646,china national knowledge infrastructure,4,167,167,0,0,0,0,0,0,0,1,1,4,8,5,7,10,14,18,18,15,20,27,19,2020,0.0,0.0010707274998512878,0.001822231220894918,2024,99,True,0.001345968213397142,0.001,1.8222312208949178,False
647,skilled nursing facility,3,302,254,1,3,0,2,7,5,8,3,10,6,8,18,15,23,14,33,25,22,17,21,13,2016,0.00016195105159776729,0.0012948708725990935,0.0019630004163940277,2020,98,True,0.001332372574877979,0.001,1.9630004163940276,False
648,15 1,2,241,236,1,0,2,1,2,3,15,8,17,9,9,8,21,10,14,18,17,19,11,27,24,2020,0.00012052020839440844,0.0010707274998512878,0.001822231220894918,2024,98,True,0.001332372574877979,0.001,1.8222312208949178,False
649,ds,1,603,227,2,0,1,2,4,6,5,7,9,9,10,11,4,18,23,18,25,18,19,19,17,2018,0.00012388952644205024,0.001250868658790827,0.001560744162816831,2021,98,True,0.001332372574877979,0.001,1.5607441628168308,False
650,clinical trial registration,3,196,195,0,0,0,0,0,0,0,4,6,5,8,16,14,21,10,13,12,15,17,31,23,2022,0.0,0.0010375596596804316,0.002092191401768239,2024,98,True,0.001332372574877979,0.001,2.0921914017682393,False
651,pain interference,2,234,173,0,2,0,0,1,1,0,3,3,2,3,7,3,14,13,23,10,22,21,20,25,2022,7.96876245119133e-05,0.0015217541675312998,0.0016721289545849776,2025,98,True,0.001332372574877979,0.001,1.6721289545849776,False
652,generalizability,1,193,169,0,0,0,2,1,1,4,4,2,7,5,5,5,9,17,9,12,12,15,22,37,2023,0.0,0.0011269722013523666,0.002474750852785767,2025,98,True,0.001332372574877979,0.001,2.4747508527857667,False
653,90 day readmission rate,4,185,157,0,0,0,0,1,0,0,0,1,2,2,5,5,7,16,20,22,18,16,24,18,2019,0.0,0.0010319917440660474,0.001619761085239927,2024,98,True,0.001332372574877979,0.001,1.619761085239927,False
654,pjf,1,594,140,0,0,0,0,0,0,0,1,2,2,4,4,4,11,4,10,15,19,24,16,24,2022,0.0,0.0013142422355952134,0.0018031555221637867,2023,98,True,0.001332372574877979,0.001,1.8031555221637867,False
655,adi,1,335,126,0,0,0,2,1,2,0,0,0,2,1,3,2,3,4,8,8,13,16,38,23,2023,0.0,0.0012021036814425245,0.002564621718296551,2024,98,True,0.001332372574877979,0.001,2.564621718296551,False
656,hidden blood loss,3,533,256,0,2,0,1,1,1,7,4,6,10,14,18,23,21,17,34,16,26,17,18,20,2015,7.96876245119133e-05,0.0010358860525342213,0.002022485277496877,2020,97,True,0.001318776936358816,0.001,2.022485277496877,False
657,visual analogue scale score,4,283,250,0,3,2,2,2,7,4,12,15,20,15,8,11,18,17,17,23,21,19,17,17,2013,0.00019763203033238102,0.0011239322643488685,0.0014895360095330305,2014,97,True,0.001318776936358816,0.001,1.4895360095330303,False
658,longer hospital stay,3,267,249,0,2,2,1,6,7,8,7,10,18,11,14,18,12,22,14,22,16,17,19,23,2021,0.0001577882180764244,0.0013734548632788114,0.0015383586382181793,2025,97,True,0.001318776936358816,0.001,1.5383586382181793,False
659,endovascular revascularization,2,299,200,0,0,1,4,3,5,3,5,7,6,12,6,10,13,13,15,21,19,14,23,20,2021,3.9050296782255544e-05,0.001311025096766138,0.0015522710400215967,2024,97,True,0.001318776936358816,0.001,1.5522710400215967,False
660,postoperative vas score,3,215,199,0,1,0,1,2,2,3,4,5,3,8,15,14,11,14,19,14,19,17,22,25,2022,3.984381225595665e-05,0.0013142422355952134,0.0016721289545849776,2025,97,True,0.001318776936358816,0.001,1.6721289545849776,False
661,kaplan meier estimate,3,199,191,0,2,1,1,2,3,6,3,3,6,6,6,10,10,16,19,19,16,17,26,19,2019,0.00011873792129416884,0.0010319917440660474,0.0017547411756765876,2024,97,True,0.001318776936358816,0.001,1.7547411756765876,False
662,roc curve analysis,3,178,161,0,0,0,1,0,1,1,3,1,4,1,1,9,12,14,16,15,9,15,24,34,2023,0.0,0.0011269722013523666,0.0022740953782355694,2025,97,True,0.001318776936358816,0.001,2.2740953782355695,False
663,joint line convergence angle,4,159,136,0,0,0,1,0,0,0,1,0,0,1,4,5,3,17,7,16,14,18,23,26,2023,0.0,0.00135236664162284,0.0017390141127683768,2025,97,True,0.001318776936358816,0.001,1.7390141127683767,False
664,primary unilateral total knee arthroplasty,5,301,270,1,2,2,3,5,7,5,5,9,11,14,24,23,19,21,23,26,21,15,16,18,2015,0.00020020783290632173,0.0010358860525342213,0.0017264944967987914,2016,96,True,0.001305181297839653,0.0010010391645316086,1.724702247395712,False
665,national joint registry,3,340,258,1,0,3,2,3,2,6,21,9,10,11,11,18,17,22,26,26,15,15,20,20,2017,0.00015957050517666397,0.0012519997217778397,0.0017397067351503604,2012,96,True,0.001305181297839653,0.001,1.7397067351503603,False
666,15 0,2,213,207,0,0,2,1,3,2,9,7,7,8,9,7,15,15,15,11,17,22,14,17,26,2021,7.810059356451109e-05,0.001061306030715445,0.0017390141127683768,2025,96,True,0.001305181297839653,0.001,1.7390141127683767,False
667,tertiary hospital,2,221,197,2,0,0,1,1,3,5,5,4,5,11,9,16,9,12,18,13,13,17,20,33,2023,8.483922965979469e-05,0.0012772351615326822,0.0022072102200521703,2025,96,True,0.001305181297839653,0.001,2.20721022005217,False
668,kinematic alignment,2,275,164,0,0,0,0,1,0,0,1,0,0,4,8,8,13,13,20,9,16,19,25,27,2022,0.0,0.0011067303036591271,0.001805899270951776,2025,96,True,0.001305181297839653,0.001,1.8058992709517758,False
669,jlca,1,306,130,0,0,0,0,0,0,0,0,0,0,1,3,3,4,17,6,17,14,18,20,27,2023,0.0,0.00135236664162284,0.001805899270951776,2025,96,True,0.001305181297839653,0.001,1.8058992709517758,False
670,randomized control trial,3,194,187,1,1,0,2,0,1,0,5,3,8,5,10,10,8,17,21,10,34,19,20,12,2022,8.2263427085854e-05,0.002351801895275645,0.002351801895275645,2022,95,True,0.00129158565932049,0.001,2.3518018952756448,False
671,high bmi,2,241,186,1,1,0,4,1,1,3,4,8,4,6,11,8,13,13,13,19,19,17,21,19,2021,8.2263427085854e-05,0.0011861655637407916,0.0014172909495849362,2024,95,True,0.00129158565932049,0.001,1.4172909495849362,False
672,12 study,2,192,185,2,0,0,2,0,0,1,4,7,8,3,13,8,14,15,13,14,17,23,19,22,2022,8.483922965979469e-05,0.0011759009476378225,0.0017280240420736287,2023,95,True,0.00129158565932049,0.001,1.7280240420736288,False
673,fri,1,367,110,0,0,0,0,1,0,0,0,0,0,1,0,2,1,6,4,12,12,19,19,33,2023,0.0,0.0014274981217129977,0.0022072102200521703,2025,95,True,0.00129158565932049,0.001,2.20721022005217,False
674,txa group,2,522,227,0,0,1,0,0,0,4,2,2,5,22,15,22,12,26,22,26,18,15,21,14,2015,3.9050296782255544e-05,0.0016278209396966333,0.001676986584107327,2019,94,True,0.001277990020801327,0.001,1.676986584107327,False
675,all adult patient,3,190,190,0,1,3,3,0,6,6,2,3,5,5,9,13,10,12,18,19,16,19,23,17,2020,0.0001569947026027233,0.0010707274998512878,0.0015522710400215967,2024,94,True,0.001277990020801327,0.001,1.5522710400215967,False
676,proximal junctional failure,3,207,151,0,0,0,0,0,0,0,0,3,3,4,5,9,15,5,13,20,16,18,17,23,2021,0.0,0.001248595330253465,0.0015383586382181793,2025,94,True,0.001277990020801327,0.001,1.5383586382181793,False
677,vas leg,2,184,124,0,0,0,0,0,1,2,0,4,1,3,0,2,3,7,7,12,26,27,15,14,2022,0.0,0.0017984367434460814,0.00202854996243426,2023,94,True,0.001277990020801327,0.001,2.02854996243426,False
678,17 2,2,257,249,1,3,0,4,4,6,10,5,9,14,18,16,21,13,11,21,15,27,13,15,23,2014,0.00016195105159776729,0.0010426752066731214,0.001867607387424777,2022,93,True,0.0012643943822821639,0.001,1.867607387424777,False
679,30 kg m2,3,245,197,0,1,2,3,0,2,1,5,6,4,3,10,13,16,20,18,23,27,9,14,20,2018,0.00011794440582046775,0.0011118832522585128,0.001867607387424777,2022,93,True,0.0012643943822821639,0.001,1.867607387424777,False
680,hip outcome score activity,4,205,187,0,0,0,0,1,1,0,1,1,10,8,12,10,12,20,18,16,17,15,21,24,2022,0.0,0.0011759009476378225,0.0016052437964015785,2025,93,True,0.0012643943822821639,0.001,1.6052437964015784,False
681,oblique lateral interbody fusion,4,207,140,0,0,0,0,0,0,0,0,0,0,4,1,3,9,11,19,17,27,16,15,18,2020,0.0,0.0011302123609541373,0.001867607387424777,2022,93,True,0.0012643943822821639,0.001,1.867607387424777,False
682,social determinant,2,151,100,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,6,14,17,30,26,2023,0.0,0.0012772351615326822,0.002024701356549909,2024,93,True,0.0012643943822821639,0.001,2.0247013565499086,False
683,funding,1,305,290,0,3,2,1,6,6,7,14,13,17,22,19,19,23,25,21,16,17,25,19,15,2014,0.00019763203033238102,0.001266105608103076,0.0018782870022539444,2023,92,True,0.0012507987437630009,0.001,1.8782870022539444,False
684,duplicate,1,220,214,2,1,2,3,4,2,3,2,6,11,13,13,18,15,17,10,24,11,15,22,20,2017,0.00020278363548026246,0.0012519997217778397,0.0014983143963041578,2021,92,True,0.0012507987437630009,0.0010139181774013123,1.4777468534436973,False
685,78 6,2,215,207,2,2,1,6,7,4,3,4,3,8,16,16,8,14,13,8,15,21,20,22,14,2022,0.00020357715095396353,0.0014525835235526042,0.0015026296018031556,2023,92,True,0.0012507987437630009,0.0010178857547698177,1.4762261823213714,False
686,elective total knee arthroplasty,4,228,200,1,2,1,5,3,5,3,7,10,11,8,9,12,6,10,15,12,22,17,19,22,2022,0.0001611575361240662,0.0015217541675312998,0.0015217541675312998,2022,92,True,0.0012507987437630009,0.001,1.5217541675312998,False
687,chronic lateral ankle instability,4,343,192,2,1,3,3,3,1,5,5,4,5,10,7,10,13,8,20,10,11,20,22,29,2023,0.00024183393226251797,0.0015026296018031556,0.001939669587318574,2025,92,True,0.0012507987437630009,0.00120916966131259,1.604133521852512,False
688,eq 5d 5l,3,200,122,0,0,0,0,0,0,0,0,1,0,2,1,4,4,7,11,16,15,22,17,22,2022,0.0,0.0010375596596804316,0.001652892561983471,2023,92,True,0.0012507987437630009,0.001,1.652892561983471,False
689,major amputation rate,3,266,209,0,2,2,5,2,2,8,8,9,3,7,10,14,11,18,17,21,11,11,29,19,2019,0.0001577882180764244,0.0011609907120743034,0.0019572113113315785,2024,91,True,0.0012372031052438378,0.001,1.9572113113315786,False
690,28 5,2,208,206,3,1,1,1,4,4,10,6,11,7,6,8,9,14,16,14,18,16,16,23,18,2021,0.00020615295352790423,0.0011237357972281184,0.0015522710400215967,2024,91,True,0.0012372031052438378,0.0010307647676395212,1.5059411116430947,False
691,hos adl,2,370,192,0,0,0,1,0,0,0,0,3,8,9,16,14,13,19,18,22,17,17,17,18,2019,0.0,0.0012254901960784314,0.0013734548632788114,2021,91,True,0.0012372031052438378,0.001,1.3734548632788113,False
692,inconsistency,1,214,190,1,0,4,2,2,8,2,7,5,12,8,8,9,12,8,11,20,17,17,15,22,2021,0.00019862080195891954,0.001248595330253465,0.0014714734800347802,2025,91,True,0.0012372031052438378,0.001,1.4714734800347802,False
693,database inception,2,138,137,0,0,0,0,0,0,0,0,0,1,1,5,12,9,11,7,10,20,24,23,14,2022,0.0,0.0013834128795739088,0.0018031555221637867,2023,91,True,0.0012372031052438378,0.001,1.8031555221637867,False
694,promis pf,2,295,127,0,0,0,0,0,0,0,0,0,0,0,1,1,6,11,17,12,22,21,23,13,2022,0.0,0.0015217541675312998,0.0015777610818933133,2023,91,True,0.0012372031052438378,0.001,1.5777610818933132,False
695,31 3,2,222,208,0,0,2,4,2,3,3,5,7,5,13,10,18,9,14,23,16,23,16,22,13,2022,7.810059356451109e-05,0.0015909248115099951,0.0015909248115099951,2022,90,True,0.0012236074667246748,0.001,1.590924811509995,False
696,asc,1,532,169,0,0,2,1,5,3,4,5,3,3,1,8,8,9,11,16,14,10,19,30,17,2023,7.810059356451109e-05,0.0014274981217129977,0.002024701356549909,2024,90,True,0.0012236074667246748,0.001,2.0247013565499086,False
697,primary reverse total shoulder arthroplasty,5,238,141,0,0,0,0,0,0,4,0,1,5,3,9,6,1,11,11,20,15,14,17,24,2021,0.0,0.001248595330253465,0.0016052437964015785,2025,90,True,0.0012236074667246748,0.001,1.6052437964015784,False
698,tip apex distance,3,316,239,3,1,1,3,7,7,7,7,12,9,11,13,15,15,18,21,20,12,19,19,19,2017,0.00020615295352790423,0.001043333101481533,0.0014274981217129977,2023,89,True,0.0012100118282055118,0.0010307647676395212,1.3848922339303529,False
699,30 day complication,3,254,192,0,0,0,0,1,0,2,0,2,5,7,10,15,12,28,21,13,20,19,23,14,2022,0.0,0.0013834128795739088,0.001805985552115583,2019,89,True,0.0012100118282055118,0.001,1.805985552115583,False
700,lsi,1,391,168,0,0,0,1,0,0,1,5,1,8,4,7,10,14,13,15,19,15,14,16,25,2021,0.0,0.0011861655637407916,0.0016721289545849776,2025,89,True,0.0012100118282055118,0.001,1.6721289545849776,False
701,von mise stress,3,185,154,0,1,2,4,3,2,5,1,6,5,4,3,3,8,11,7,15,19,18,17,20,2022,0.00011794440582046775,0.0013142422355952134,0.00135236664162284,2023,89,True,0.0012100118282055118,0.001,1.35236664162284,False
702,ed visit,2,250,138,0,0,1,0,0,0,1,0,0,1,3,0,7,10,11,15,15,10,20,21,23,2023,3.9050296782255544e-05,0.0015026296018031556,0.0015383586382181793,2025,89,True,0.0012100118282055118,0.001,1.5383586382181793,False
703,vte prophylaxis,2,405,264,1,1,3,6,7,6,11,20,14,15,18,12,17,11,13,21,22,16,12,20,18,2012,0.00019941431743262063,0.0016568635572860575,0.0016568635572860575,2012,88,True,0.0011964161896863487,0.001,1.6568635572860575,False
704,hba1c,1,380,190,1,1,0,1,3,1,2,7,6,7,12,9,14,14,14,10,16,10,15,25,22,2023,8.2263427085854e-05,0.0011269722013523666,0.0016872511304582573,2024,88,True,0.0011964161896863487,0.001,1.6872511304582574,False
705,insurance type,2,201,159,0,2,0,2,0,1,4,2,4,6,5,3,9,8,19,6,11,19,19,18,21,2022,7.96876245119133e-05,0.0013142422355952134,0.0014274981217129977,2023,88,True,0.0011964161896863487,0.001,1.4274981217129976,False
706,clinical outcome score,3,322,287,1,1,1,4,4,6,7,8,21,14,15,23,23,16,22,34,21,18,23,17,8,2013,0.00012131372386810955,0.001573505170088416,0.002022485277496877,2020,87,True,0.0011828205511671855,0.001,2.022485277496877,False
707,medicare patient,2,322,225,3,0,2,1,3,6,4,5,8,7,15,20,10,16,18,20,13,24,16,20,14,2018,0.00020535943805420314,0.0011118832522585128,0.0016600954554886907,2022,87,True,0.0011828205511671855,0.0010267971902710156,1.6167705475026872,False
708,olt,1,438,173,0,1,0,3,0,3,5,7,6,7,6,6,11,8,7,16,19,13,15,22,18,2023,3.984381225595665e-05,0.0011269722013523666,0.0014847809948032665,2024,87,True,0.0011828205511671855,0.001,1.4847809948032664,False
709,plp,1,628,161,0,3,1,1,4,1,1,4,8,4,5,6,7,6,9,14,21,8,22,21,15,2023,0.0001585817335501255,0.001652892561983471,0.001652892561983471,2023,87,True,0.0011828205511671855,0.001,1.652892561983471,False
710,femoral neck shortening,3,256,136,0,0,1,1,0,2,1,3,2,4,2,3,7,7,5,11,19,12,16,20,20,2023,3.9050296782255544e-05,0.0012021036814425245,0.0013498009043666059,2024,87,True,0.0011828205511671855,0.001,1.349800904366606,False
711,following question,2,258,258,0,1,2,1,6,8,7,10,17,17,19,16,17,18,17,16,25,18,8,20,15,2013,0.00011794440582046775,0.0012737898995953843,0.001560744162816831,2021,86,True,0.0011692249126480224,0.001,1.5607441628168308,False
712,patient comorbidity,2,252,235,2,0,3,3,4,2,8,5,11,6,20,14,18,18,20,15,19,14,10,19,24,2017,0.0002019901200065613,0.0012519997217778397,0.0016052437964015785,2025,86,True,0.0011692249126480224,0.0010099506000328066,1.589428033756735,False
713,data synthesis,2,219,216,1,1,0,4,3,4,6,12,8,10,12,7,17,9,17,19,24,18,11,20,13,2019,8.2263427085854e-05,0.0010964912280701754,0.0014983143963041578,2021,86,True,0.0011692249126480224,0.001,1.4983143963041579,False
714,full text,2,191,182,0,1,2,1,4,4,1,4,6,3,5,15,7,10,21,12,18,17,19,14,18,2021,0.00011794440582046775,0.0011237357972281184,0.0014274981217129977,2023,86,True,0.0011692249126480224,0.001,1.4274981217129976,False
715,theme,1,199,167,2,1,1,3,3,1,2,4,2,4,9,7,9,4,13,16,15,20,17,19,15,2022,0.0001637333386980069,0.0013834128795739088,0.0013834128795739088,2022,86,True,0.0011692249126480224,0.001,1.3834128795739087,False
716,worse clinical outcome,3,183,166,0,0,1,3,2,1,3,2,5,6,4,4,7,10,18,14,14,26,15,22,9,2022,3.9050296782255544e-05,0.0017984367434460814,0.0017984367434460814,2022,86,True,0.0011692249126480224,0.001,1.7984367434460813,False
